Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Positive_Review,Review_Total_Positive_Word_Counts,Reviewer_Score,Tags,lat,lng
33 Main Street Prague Czech Republic,2025-05-06,7.4,Grand Hotel Europa,United Kingdom,The bathroom smelled of mould and the drain was clogged.,10,The concierge booked us a restaurant we could never have found. We will be back for sure.,17,4.9,"[ 'Business trip', 'Couple', 'Stayed 7 nights', 'Double or Twin Room', 'Submitted on desktop' ]",50.08162,14.44176
33 Main Street Prague Czech Republic,2025-02-05,7.4,Grand Hotel Europa,Turkey,Housekeeping knocked at 8am despite the do not disturb sign.,10,"The location was perfect, only a five minute walk to the old town. Housekeeping kept everything immaculate every single day.",20,9.2,"[ 'Business trip', 'Couple', 'Stayed 1 night', 'Double or Twin Room', 'Submitted from a mobile device' ]",50.08162,14.44176
33 Main Street Prague Czech Republic,2025-03-13,7.4,Grand Hotel Europa,Netherlands,"WiFi kept dropping and the staff could not fix it. The air conditioning was broken for our entire stay. The minibar is absurdly priced, four euros for water.",28,No Positive,0,4.7,"[ 'Business trip', 'Solo traveler', 'Stayed 3 nights', 'Superior Double Room', 'Submitted on desktop' ]",50.08162,14.44176
33 Main Street Prague Czech Republic,2025-10-22,7.4,Grand Hotel Europa,Netherlands,No Negative,0,The location is convenient for the main station.,8,8.2,"[ 'Leisure trip', 'Couple', 'Stayed 3 nights', 'Deluxe Room', 'Submitted on desktop' ]",50.08162,14.44176
36 Main Street Paris France,2025-11-03,7.0,Hotel Ibis Gare du Nord,Romania,"The minibar is absurdly priced, four euros for water. Our room was not ready at 4pm and we waited an hour in the lobby.",24,"The location was perfect, only a five minute walk to the old town. Loved the design of the lobby and the rooms feel brand new. Worth every euro.",28,8.5,"[ 'Leisure trip', 'Group', 'Stayed 4 nights', 'Deluxe Room', 'Submitted from a mobile device' ]",48.85341,2.34531
36 Main Street Paris France,2025-02-17,7.0,Hotel Ibis Gare du Nord,Australia,The mattress was sagging and clearly needed replacement. WiFi kept dropping and the staff could not fix it.,18,No Positive,0,5.6,"[ 'Leisure trip', 'Couple', 'Stayed 5 nights', 'Superior Double Room', 'Submitted on desktop' ]",48.85341,2.34531
36 Main Street Paris France,2025-02-01,7.0,Hotel Ibis Gare du Nord,Brazil,"The minibar is absurdly priced, four euros for water. Walls are paper thin, we heard every word from the neighbours.",20,No Positive,0,8.2,"[ 'Leisure trip', 'Couple', 'Stayed 7 nights', 'Deluxe Room', 'Submitted from a mobile device' ]",48.85341,2.34531
36 Main Street Paris France,2025-03-09,7.0,Hotel Ibis Gare du Nord,Australia,No Negative,0,"It is a standard chain hotel, nothing more nothing less.",10,9.8,"[ 'Business trip', 'Couple', 'Stayed 4 nights', 'Suite', 'Submitted on desktop' ]",48.85341,2.34531
36 Main Street Paris France,2025-07-24,7.0,Hotel Ibis Gare du Nord,Netherlands,The elevator was out of service and we were on the 6th floor. Disappointing for a hotel with this rating.,20,No Positive,0,4.0,"[ 'Leisure trip', 'Family with older children', 'Stayed 7 nights', 'Superior Double Room', 'Submitted from a mobile device' ]",48.85341,2.34531
36 Main Street Paris France,2025-03-16,7.0,Hotel Ibis Gare du Nord,Italy,Hidden city tax and parking fees appeared at checkout.,9,The concierge booked us a restaurant we could never have found.,11,4.3,"[ 'Leisure trip', 'Couple', 'Stayed 4 nights', 'Standard Double Room', 'Submitted on desktop' ]",48.85341,2.34531
36 Main Street Paris France,2025-10-21,7.0,Hotel Ibis Gare du Nord,Ireland,No Negative,0,Wonderful boutique feel and spotlessly clean throughout our stay.,9,9.3,"[ 'Leisure trip', 'Family with young children', 'Stayed 3 nights', 'Double or Twin Room', 'Submitted on desktop' ]",48.85341,2.34531
36 Main Street Paris France,2025-09-01,7.0,Hotel Ibis Gare du Nord,Belgium,No Negative,0,The lobby is nicer than the rooms.,7,8.6,"[ 'Business trip', 'Family with young children', 'Stayed 1 night', 'Suite', 'Submitted on desktop' ]",48.85341,2.34531
36 Main Street Paris France,2025-04-14,7.0,Hotel Ibis Gare du Nord,Canada,"Breakfast was chaotic, tables never cleaned, food ran out early. The minibar is absurdly priced, four euros for water.",19,The staff went above and beyond when our train was delayed.,11,3.8,"[ 'Business trip', 'Couple', 'Stayed 4 nights', 'Double or Twin Room', 'Submitted on desktop' ]",48.85341,2.34531
36 Main Street Paris France,2025-05-11,7.0,Hotel Ibis Gare du Nord,Germany,No Negative,0,The rooftop bar has an amazing view over the city skyline.,11,8.8,"[ 'Business trip', 'Solo traveler', 'Stayed 3 nights', 'Suite', 'Submitted on desktop' ]",48.85341,2.34531
36 Main Street Paris France,2025-09-25,7.0,Hotel Ibis Gare du Nord,Canada,Housekeeping knocked at 8am despite the do not disturb sign.,10,No Positive,0,4.6,"[ 'Leisure trip', 'Couple', 'Stayed 1 night', 'Deluxe Room', 'Submitted on desktop' ]",48.85341,2.34531
36 Main Street Paris France,2025-09-08,7.0,Hotel Ibis Gare du Nord,Japan,Hidden city tax and parking fees appeared at checkout. We would not return.,13,No Positive,0,9.3,"[ 'Leisure trip', 'Couple', 'Stayed 4 nights', 'Double or Twin Room', 'Submitted on desktop' ]",48.85341,2.34531
36 Main Street Paris France,2025-07-03,7.0,Hotel Ibis Gare du Nord,Italy,No Negative,0,"It is a standard chain hotel, nothing more nothing less.",10,8.3,"[ 'Leisure trip', 'Couple', 'Stayed 4 nights', 'Standard Double Room', 'Submitted on desktop' ]",48.85341,2.34531
36 Main Street Paris France,2025-04-05,7.0,Hotel Ibis Gare du Nord,Italy,"Breakfast was chaotic, tables never cleaned, food ran out early. Disappointing for a hotel with this rating.",17,No Positive,0,4.5,"[ 'Leisure trip', 'Couple', 'Stayed 2 nights', 'Deluxe Room', 'Submitted on desktop' ]",48.85341,2.34531
39 Main Street Rome Italy,2025-02-06,7.2,Mercure Roma Centro,France,The mattress was sagging and clearly needed replacement. WiFi kept dropping and the staff could not fix it. The air conditioning was broken for our entire stay.,27,The view from the 8th floor over the river was unforgettable.,11,6.0,"[ 'Leisure trip', 'Couple', 'Stayed 7 nights', 'Standard Double Room', 'Submitted from a mobile device' ]",41.91194,12.49313
39 Main Street Rome Italy,2025-07-28,7.2,Mercure Roma Centro,Australia,WiFi kept dropping and the staff could not fix it. Not worth the price we paid.,16,"Fast wifi, good desk, worked perfectly for my remote work mornings. Breakfast had a huge spread with fresh pastries and good coffee.",22,9.8,"[ 'Business trip', 'Family with young children', 'Stayed 2 nights', 'Deluxe Room', 'Submitted on desktop' ]",41.91194,12.49313
39 Main Street Rome Italy,2025-05-27,7.2,Mercure Roma Centro,United States of America,No Negative,0,The lobby is nicer than the rooms.,7,9.4,"[ 'Leisure trip', 'Couple', 'Stayed 1 night', 'Double or Twin Room', 'Submitted on desktop' ]",41.91194,12.49313
39 Main Street Rome Italy,2025-10-14,7.2,Mercure Roma Centro,Spain,The bathroom smelled of mould and the drain was clogged. Reception was rude when we asked for a late checkout. We would not return.,24,"The location was perfect, only a five minute walk to the old town. Easily the best hotel of our two week trip.",22,4.4,"[ 'Leisure trip', 'Family with young children', 'Stayed 1 night', 'Suite', 'Submitted on desktop' ]",41.91194,12.49313
39 Main Street Rome Italy,2025-08-14,7.2,Mercure Roma Centro,Romania,Housekeeping knocked at 8am despite the do not disturb sign.,10,The staff went above and beyond when our train was delayed. Highly recommended for couples on a city break.,19,4.7,"[ 'Leisure trip', 'Couple', 'Stayed 7 nights', 'Standard Double Room', 'Submitted on desktop' ]",41.91194,12.49313
39 Main Street Rome Italy,2025-10-17,7.2,Mercure Roma Centro,Spain,No Negative,0,Housekeeping kept everything immaculate every single day.,7,8.3,"[ 'Leisure trip', 'Couple', 'Stayed 4 nights', 'Suite', 'Submitted on desktop' ]",41.91194,12.49313
39 Main Street Rome Italy,2025-02-08,7.2,Mercure Roma Centro,Turkey,"The elevator was out of service and we were on the 6th floor. The safe in our room was broken and never repaired. The pool photos are misleading, it is tiny and cold.",33,Wonderful boutique feel and spotlessly clean throughout our stay.,9,5.6,"[ 'Business trip', 'Family with young children', 'Stayed 2 nights', 'Suite', 'Submitted on desktop' ]",41.91194,12.49313
39 Main Street Rome Italy,2025-01-23,7.2,Mercure Roma Centro,Romania,Our room was not ready at 4pm and we waited an hour in the lobby. Our booking for a double bed became two singles pushed together. Construction next door started drilling at seven in the morning. Disappointing for a hotel with this rating.,43,No Positive,0,3.1,"[ 'Leisure trip', 'Group', 'Stayed 5 nights', 'Superior Double Room', 'Submitted from a mobile device' ]",41.91194,12.49313
39 Main Street Rome Italy,2025-10-07,7.2,Mercure Roma Centro,Switzerland,The mattress was sagging and clearly needed replacement. Noise from the street kept us awake until 3am. The room was much smaller than the photos suggested.,26,Great value for money compared with other options in this city.,11,5.9,"[ 'Leisure trip', 'Couple', 'Stayed 1 night', 'Standard Double Room', 'Submitted on desktop' ]",41.91194,12.49313
39 Main Street Rome Italy,2025-06-10,7.2,Mercure Roma Centro,Switzerland,Our booking for a double bed became two singles pushed together. The mattress was sagging and clearly needed replacement.,19,No Positive,0,8.5,"[ 'Leisure trip', 'Group', 'Stayed 7 nights', 'Suite', 'Submitted on desktop' ]",41.91194,12.49313
39 Main Street Rome Italy,2025-12-10,7.2,Mercure Roma Centro,Spain,No Negative,0,"Room service arrived hot and faster than promised. Perfect base for sightseeing, every landmark within walking distance.",17,10.0,"[ 'Leisure trip', 'Family with young children', 'Stayed 5 nights', 'Standard Double Room', 'Submitted on desktop' ]",41.91194,12.49313
39 Main Street Rome Italy,2025-02-16,7.2,Mercure Roma Centro,Australia,No Negative,0,The concierge booked us a restaurant we could never have found. Housekeeping kept everything immaculate every single day. Would definitely stay here again on our next trip.,27,10.0,"[ 'Leisure trip', 'Solo traveler', 'Stayed 1 night', 'Standard Double Room', 'Submitted from a mobile device' ]",41.91194,12.49313
39 Main Street Rome Italy,2025-02-24,7.2,Mercure Roma Centro,Romania,No Negative,0,The spa and sauna were a lovely surprise after a long flight.,12,9.9,"[ 'Leisure trip', 'Couple', 'Stayed 3 nights', 'Suite', 'Submitted on desktop' ]",41.91194,12.49313
39 Main Street Rome Italy,2025-10-21,7.2,Mercure Roma Centro,Switzerland,The heating could not be turned off and the room was 28 degrees. Not worth the price we paid.,19,No Positive,0,4.5,"[ 'Leisure trip', 'Family with older children', 'Stayed 1 night', 'Double or Twin Room', 'Submitted on desktop' ]",41.91194,12.49313
42 Main Street Munich Germany,2025-02-18,7.7,Motel One Hauptbahnhof,Germany,Coffee at breakfast was undrinkable and the queue was long. Our booking for a double bed became two singles pushed together.,21,No Positive,0,4.5,"[ 'Business trip', 'Couple', 'Stayed 2 nights', 'Double or Twin Room', 'Submitted from a mobile device' ]",48.12695,11.57393
42 Main Street Munich Germany,2025-07-23,7.7,Motel One Hauptbahnhof,Australia,No Negative,0,Loved the design of the lobby and the rooms feel brand new. The view from the 8th floor over the river was unforgettable. Would definitely stay here again on our next trip.,32,9.3,"[ 'Leisure trip', 'Family with young children', 'Stayed 1 night', 'Standard Double Room', 'Submitted from a mobile device' ]",48.12695,11.57393
42 Main Street Munich Germany,2025-11-21,7.7,Motel One Hauptbahnhof,Switzerland,No Negative,0,"It is a standard chain hotel, nothing more nothing less.",10,8.2,"[ 'Leisure trip', 'Solo traveler', 'Stayed 4 nights', 'Double or Twin Room', 'Submitted on desktop' ]",48.12695,11.57393
42 Main Street Munich Germany,2025-11-09,7.7,Motel One Hauptbahnhof,United States of America,No Negative,0,"The concierge booked us a restaurant we could never have found. Perfect base for sightseeing, every landmark within walking distance. Easily the best hotel of our two week trip.",29,8.7,"[ 'Leisure trip', 'Solo traveler', 'Stayed 3 nights', 'Superior Double Room', 'Submitted on desktop' ]",48.12695,11.57393
42 Main Street Munich Germany,2025-12-22,7.7,Motel One Hauptbahnhof,Romania,No Negative,0,Kids loved the pool and the staff treated them wonderfully. The spa and sauna were a lovely surprise after a long flight.,22,9.7,"[ 'Leisure trip', 'Couple', 'Stayed 5 nights', 'Deluxe Room', 'Submitted on desktop' ]",48.12695,11.57393
42 Main Street Munich Germany,2025-04-16,7.7,Motel One Hauptbahnhof,France,"The minibar is absurdly priced, four euros for water.",9,Beautiful historic building with modern renovated bathrooms.,7,9.2,"[ 'Business trip', 'Solo traveler', 'Stayed 4 nights', 'Superior Double Room', 'Submitted on desktop' ]",48.12695,11.57393
42 Main Street Munich Germany,2025-04-05,7.7,Motel One Hauptbahnhof,Israel,Our room was not ready at 4pm and we waited an hour in the lobby. WiFi kept dropping and the staff could not fix it.,25,No Positive,0,7.7,"[ 'Leisure trip', 'Solo traveler', 'Stayed 4 nights', 'Suite', 'Submitted on desktop' ]",48.12695,11.57393
42 Main Street Munich Germany,2025-09-15,7.7,Motel One Hauptbahnhof,Ireland,"Coffee at breakfast was undrinkable and the queue was long. The safe in our room was broken and never repaired. The minibar is absurdly priced, four euros for water.",29,No Positive,0,3.3,"[ 'Business trip', 'Family with young children', 'Stayed 5 nights', 'Suite', 'Submitted on desktop' ]",48.12695,11.57393
42 Main Street Munich Germany,2025-10-25,7.7,Motel One Hauptbahnhof,Switzerland,Our booking for a double bed became two singles pushed together. The safe in our room was broken and never repaired.,21,The spa and sauna were a lovely surprise after a long flight.,12,7.6,"[ 'Leisure trip', 'Couple', 'Stayed 2 nights', 'Suite', 'Submitted on desktop' ]",48.12695,11.57393
42 Main Street Munich Germany,2025-06-23,7.7,Motel One Hauptbahnhof,Spain,No Negative,0,The bed was extremely comfortable and the shower pressure great. The concierge booked us a restaurant we could never have found.,21,10.0,"[ 'Leisure trip', 'Family with older children', 'Stayed 4 nights', 'Double or Twin Room', 'Submitted on desktop' ]",48.12695,11.57393
42 Main Street Munich Germany,2025-12-15,7.7,Motel One Hauptbahnhof,Japan,The air conditioning was broken for our entire stay. Our room was not ready at 4pm and we waited an hour in the lobby.,24,The spa and sauna were a lovely surprise after a long flight.,12,6.2,"[ 'Leisure trip', 'Solo traveler', 'Stayed 5 nights', 'Standard Double Room', 'Submitted on desktop' ]",48.12695,11.57393
42 Main Street Munich Germany,2025-02-10,7.7,Motel One Hauptbahnhof,Germany,The room was much smaller than the photos suggested. We would not return.,13,Beautiful historic building with modern renovated bathrooms.,7,6.3,"[ 'Business trip', 'Couple', 'Stayed 4 nights', 'Double or Twin Room', 'Submitted on desktop' ]",48.12695,11.57393
42 Main Street Munich Germany,2025-08-17,7.7,Motel One Hauptbahnhof,Italy,Reception was rude when we asked for a late checkout.,10,No Positive,0,8.4,"[ 'Leisure trip', 'Couple', 'Stayed 3 nights', 'Superior Double Room', 'Submitted on desktop' ]",48.12695,11.57393
42 Main Street Munich Germany,2025-12-03,7.7,Motel One Hauptbahnhof,Belgium,No Negative,0,Room service arrived hot and faster than promised.,8,8.7,"[ 'Business trip', 'Group', 'Stayed 7 nights', 'Superior Double Room', 'Submitted from a mobile device' ]",48.12695,11.57393
45 Main Street Budapest Hungary,2025-11-01,7.4,Hotel KB City Center,Germany,The elevator was out of service and we were on the 6th floor. Management really needs to address this.,19,No Positive,0,8.9,"[ 'Leisure trip', 'Couple', 'Stayed 4 nights', 'Standard Double Room', 'Submitted on desktop' ]",47.50485,19.04227
45 Main Street Budapest Hungary,2025-11-17,7.4,Hotel KB City Center,Italy,"Reception was rude when we asked for a late checkout. Construction next door started drilling at seven in the morning. Walls are paper thin, we heard every word from the neighbours. Not worth the price we paid.",37,Breakfast had a huge spread with fresh pastries and good coffee.,11,4.6,"[ 'Leisure trip', 'Family with older children', 'Stayed 7 nights', 'Standard Double Room', 'Submitted on desktop' ]",47.50485,19.04227
45 Main Street Budapest Hungary,2025-11-10,7.4,Hotel KB City Center,United States of America,WiFi kept dropping and the staff could not fix it.,10,"The view from the 8th floor over the river was unforgettable. Perfect base for sightseeing, every landmark within walking distance.",20,9.5,"[ 'Leisure trip', 'Family with older children', 'Stayed 4 nights', 'Deluxe Room', 'Submitted on desktop' ]",47.50485,19.04227
45 Main Street Budapest Hungary,2025-10-27,7.4,Hotel KB City Center,Spain,Construction next door started drilling at seven in the morning. The bathroom smelled of mould and the drain was clogged. Disappointing for a hotel with this rating.,27,The concierge booked us a restaurant we could never have found. Beautiful historic building with modern renovated bathrooms. Highly recommended for couples on a city break.,26,8.1,"[ 'Leisure trip', 'Family with young children', 'Stayed 7 nights', 'Standard Double Room', 'Submitted on desktop' ]",47.50485,19.04227
45 Main Street Budapest Hungary,2025-12-28,7.4,Hotel KB City Center,Switzerland,No Negative,0,Room service arrived hot and faster than promised.,8,8.5,"[ 'Leisure trip', 'Solo traveler', 'Stayed 4 nights', 'Superior Double Room', 'Submitted on desktop' ]",47.50485,19.04227
45 Main Street Budapest Hungary,2025-07-02,7.4,Hotel KB City Center,Romania,Our room was not ready at 4pm and we waited an hour in the lobby.,15,No Positive,0,6.1,"[ 'Leisure trip', 'Family with young children', 'Stayed 3 nights', 'Superior Double Room', 'Submitted on desktop' ]",47.50485,19.04227
45 Main Street Budapest Hungary,2025-03-11,7.4,Hotel KB City Center,Belgium,Hidden city tax and parking fees appeared at checkout. Our room was not ready at 4pm and we waited an hour in the lobby.,24,No Positive,0,3.8,"[ 'Business trip', 'Solo traveler', 'Stayed 1 night', 'Superior Double Room', 'Submitted on desktop' ]",47.50485,19.04227
45 Main Street Budapest Hungary,2025-08-13,7.4,Hotel KB City Center,Spain,No Negative,0,"The concierge booked us a restaurant we could never have found. The location was perfect, only a five minute walk to the old town.",24,10.0,"[ 'Business trip', 'Couple', 'Stayed 7 nights', 'Double or Twin Room', 'Submitted on desktop' ]",47.50485,19.04227
45 Main Street Budapest Hungary,2025-06-10,7.4,Hotel KB City Center,Israel,No Negative,0,Loved the design of the lobby and the rooms feel brand new.,12,8.3,"[ 'Leisure trip', 'Solo traveler', 'Stayed 7 nights', 'Suite', 'Submitted on desktop' ]",47.50485,19.04227
45 Main Street Budapest Hungary,2025-11-05,7.4,Hotel KB City Center,United Kingdom,No Negative,0,The rooftop bar has an amazing view over the city skyline.,11,9.0,"[ 'Business trip', 'Group', 'Stayed 7 nights', 'Superior Double Room', 'Submitted from a mobile device' ]",47.50485,19.04227
45 Main Street Budapest Hungary,2025-03-04,7.4,Hotel KB City Center,Switzerland,Coffee at breakfast was undrinkable and the queue was long. Noise from the street kept us awake until 3am.,19,The bed was extremely comfortable and the shower pressure great. Kids loved the pool and the staff treated them wonderfully.,20,9.1,"[ 'Leisure trip', 'Couple', 'Stayed 7 nights', 'Double or Twin Room', 'Submitted on desktop' ]",47.50485,19.04227
45 Main Street Budapest Hungary,2025-05-16,7.4,Hotel KB City Center,Ireland,"The room was much smaller than the photos suggested. Walls are paper thin, we heard every word from the neighbours. Housekeeping knocked at 8am despite the do not disturb sign.",30,No Positive,0,4.8,"[ 'Leisure trip', 'Family with young children', 'Stayed 4 nights', 'Double or Twin Room', 'Submitted on desktop' ]",47.50485,19.04227
45 Main Street Budapest Hungary,2025-02-16,7.4,Hotel KB City Center,United Kingdom,Reception was rude when we asked for a late checkout.,10,No Positive,0,8.1,"[ 'Leisure trip', 'Solo traveler', 'Stayed 2 nights', 'Deluxe Room', 'Submitted on desktop' ]",47.50485,19.04227
45 Main Street Budapest Hungary,2025-02-04,7.4,Hotel KB City Center,United States of America,The air conditioning was broken for our entire stay.,9,The staff went above and beyond when our train was delayed.,11,4.3,"[ 'Leisure trip', 'Group', 'Stayed 4 nights', 'Standard Double Room', 'Submitted from a mobile device' ]",47.50485,19.04227
48 Main Street Porto Portugal,2025-03-28,7.7,Douro Royal Valley Hotel,Poland,No Negative,0,Housekeeping kept everything immaculate every single day.,7,8.5,"[ 'Leisure trip', 'Couple', 'Stayed 2 nights', 'Superior Double Room', 'Submitted on desktop' ]",41.16404,-8.62451
48 Main Street Porto Portugal,2025-05-24,7.7,Douro Royal Valley Hotel,United States of America,No Negative,0,"Perfect base for sightseeing, every landmark within walking distance.",9,9.1,"[ 'Leisure trip', 'Solo traveler', 'Stayed 4 nights', 'Superior Double Room', 'Submitted from a mobile device' ]",41.16404,-8.62451
48 Main Street Porto Portugal,2025-03-04,7.7,Douro Royal Valley Hotel,Belgium,No Negative,0,"Room service arrived hot and faster than promised. Fast wifi, good desk, worked perfectly for my remote work mornings. Easily the best hotel of our two week trip.",28,10.0,"[ 'Leisure trip', 'Family with young children', 'Stayed 4 nights', 'Deluxe Room', 'Submitted from a mobile device' ]",41.16404,-8.62451
48 Main Street Porto Portugal,2025-02-09,7.7,Douro Royal Valley Hotel,Switzerland,"The minibar is absurdly priced, four euros for water. The safe in our room was broken and never repaired. The elevator was out of service and we were on the 6th floor.",32,No Positive,0,4.8,"[ 'Leisure trip', 'Solo traveler', 'Stayed 4 nights', 'Superior Double Room', 'Submitted on desktop' ]",41.16404,-8.62451
48 Main Street Porto Portugal,2025-09-20,7.7,Douro Royal Valley Hotel,Poland,The mattress was sagging and clearly needed replacement. The elevator was out of service and we were on the 6th floor. Management really needs to address this.,27,"The metro station is literally around the corner, so convenient. Great value for money compared with other options in this city. Easily the best hotel of our two week trip.",30,8.0,"[ 'Business trip', 'Couple', 'Stayed 4 nights', 'Superior Double Room', 'Submitted from a mobile device' ]",41.16404,-8.62451
48 Main Street Porto Portugal,2025-08-03,7.7,Douro Royal Valley Hotel,Japan,"The room was much smaller than the photos suggested. Breakfast was chaotic, tables never cleaned, food ran out early.",19,Breakfast had a huge spread with fresh pastries and good coffee.,11,3.8,"[ 'Leisure trip', 'Solo traveler', 'Stayed 5 nights', 'Suite', 'Submitted on desktop' ]",41.16404,-8.62451
48 Main Street Porto Portugal,2025-11-22,7.7,Douro Royal Valley Hotel,Ireland,No Negative,0,Wonderful boutique feel and spotlessly clean throughout our stay.,9,9.9,"[ 'Leisure trip', 'Solo traveler', 'Stayed 7 nights', 'Standard Double Room', 'Submitted on desktop' ]",41.16404,-8.62451
48 Main Street Porto Portugal,2025-11-08,7.7,Douro Royal Valley Hotel,Ireland,"Breakfast was chaotic, tables never cleaned, food ran out early. Noise from the street kept us awake until 3am.",19,Kids loved the pool and the staff treated them wonderfully.,10,8.5,"[ 'Leisure trip', 'Solo traveler', 'Stayed 3 nights', 'Suite', 'Submitted from a mobile device' ]",41.16404,-8.62451
48 Main Street Porto Portugal,2025-07-07,7.7,Douro Royal Valley Hotel,Netherlands,Housekeeping knocked at 8am despite the do not disturb sign.,10,No Positive,0,9.1,"[ 'Leisure trip', 'Solo traveler', 'Stayed 4 nights', 'Suite', 'Submitted on desktop' ]",41.16404,-8.62451
48 Main Street Porto Portugal,2025-01-17,7.7,Douro Royal Valley Hotel,Spain,The bathroom smelled of mould and the drain was clogged. The safe in our room was broken and never repaired. Coffee at breakfast was undrinkable and the queue was long.,30,"The metro station is literally around the corner, so convenient.",10,3.7,"[ 'Leisure trip', 'Couple', 'Stayed 5 nights', 'Deluxe Room', 'Submitted on desktop' ]",41.16404,-8.62451
48 Main Street Porto Portugal,2025-06-10,7.7,Douro Royal Valley Hotel,Canada,No Negative,0,Fine for a one night stopover.,6,9.5,"[ 'Leisure trip', 'Group', 'Stayed 2 nights', 'Superior Double Room', 'Submitted on desktop' ]",41.16404,-8.62451
48 Main Street Porto Portugal,2025-11-05,7.7,Douro Royal Valley Hotel,United Kingdom,"Construction next door started drilling at seven in the morning. The mattress was sagging and clearly needed replacement. Breakfast was chaotic, tables never cleaned, food ran out early.",28,No Positive,0,4.5,"[ 'Leisure trip', 'Family with older children', 'Stayed 4 nights', 'Double or Twin Room', 'Submitted on desktop' ]",41.16404,-8.62451
48 Main Street Porto Portugal,2025-01-22,7.7,Douro Royal Valley Hotel,Poland,WiFi kept dropping and the staff could not fix it.,10,Loved the design of the lobby and the rooms feel brand new.,12,9.2,"[ 'Leisure trip', 'Group', 'Stayed 5 nights', 'Double or Twin Room', 'Submitted on desktop' ]",41.16404,-8.62451
48 Main Street Porto Portugal,2025-11-24,7.7,Douro Royal Valley Hotel,Israel,"The elevator was out of service and we were on the 6th floor. The minibar is absurdly priced, four euros for water.",22,No Positive,0,8.7,"[ 'Leisure trip', 'Couple', 'Stayed 4 nights', 'Deluxe Room', 'Submitted on desktop' ]",41.16404,-8.62451
51 Main Street Copenhagen Denmark,2025-01-01,7.9,Copenhagen Admiral Hotel,Australia,The heating could not be turned off and the room was 28 degrees. The elevator was out of service and we were on the 6th floor. Reception was rude when we asked for a late checkout.,36,No Positive,0,4.5,"[ 'Business trip', 'Group', 'Stayed 3 nights', 'Deluxe Room', 'Submitted from a mobile device' ]",55.67682,12.57776
51 Main Street Copenhagen Denmark,2025-03-24,7.9,Copenhagen Admiral Hotel,Netherlands,No Negative,0,The bed was extremely comfortable and the shower pressure great.,10,8.5,"[ 'Leisure trip', 'Couple', 'Stayed 3 nights', 'Deluxe Room', 'Submitted on desktop' ]",55.67682,12.57776
51 Main Street Copenhagen Denmark,2025-06-20,7.9,Copenhagen Admiral Hotel,Australia,The air conditioning was broken for our entire stay. The mattress was sagging and clearly needed replacement.,17,"The metro station is literally around the corner, so convenient. Room service arrived hot and faster than promised.",18,9.7,"[ 'Leisure trip', 'Family with young children', 'Stayed 4 nights', 'Suite', 'Submitted on desktop' ]",55.67682,12.57776
51 Main Street Copenhagen Denmark,2025-04-22,7.9,Copenhagen Admiral Hotel,Spain,No Negative,0,The view from the 8th floor over the river was unforgettable.,11,10.0,"[ 'Leisure trip', 'Solo traveler', 'Stayed 7 nights', 'Standard Double Room', 'Submitted on desktop' ]",55.67682,12.57776
51 Main Street Copenhagen Denmark,2025-11-11,7.9,Copenhagen Admiral Hotel,Germany,No Negative,0,Fine for a one night stopover.,6,7.9,"[ 'Leisure trip', 'Solo traveler', 'Stayed 4 nights', 'Double or Twin Room', 'Submitted from a mobile device' ]",55.67682,12.57776
51 Main Street Copenhagen Denmark,2025-02-04,7.9,Copenhagen Admiral Hotel,Belgium,No Negative,0,The staff went above and beyond when our train was delayed. The rooftop bar has an amazing view over the city skyline.,22,10.0,"[ 'Leisure trip', 'Solo traveler', 'Stayed 2 nights', 'Suite', 'Submitted on desktop' ]",55.67682,12.57776
51 Main Street Copenhagen Denmark,2025-02-24,7.9,Copenhagen Admiral Hotel,Belgium,The mattress was sagging and clearly needed replacement. Noise from the street kept us awake until 3am. Not worth the price we paid.,23,No Positive,0,3.8,"[ 'Leisure trip', 'Solo traveler', 'Stayed 5 nights', 'Superior Double Room', 'Submitted on desktop' ]",55.67682,12.57776
51 Main Street Copenhagen Denmark,2025-11-13,7.9,Copenhagen Admiral Hotel,Japan,No Negative,0,The location is convenient for the main station.,8,8.9,"[ 'Leisure trip', 'Couple', 'Stayed 7 nights', 'Double or Twin Room', 'Submitted on desktop' ]",55.67682,12.57776
51 Main Street Copenhagen Denmark,2025-11-10,7.9,Copenhagen Admiral Hotel,Turkey,The room was much smaller than the photos suggested. Our booking for a double bed became two singles pushed together. We would not return.,24,"Perfect base for sightseeing, every landmark within walking distance.",9,7.8,"[ 'Leisure trip', 'Family with older children', 'Stayed 7 nights', 'Superior Double Room', 'Submitted from a mobile device' ]",55.67682,12.57776
51 Main Street Copenhagen Denmark,2025-01-18,7.9,Copenhagen Admiral Hotel,Japan,Noise from the street kept us awake until 3am.,9,No Positive,0,4.8,"[ 'Leisure trip', 'Family with older children', 'Stayed 2 nights', 'Standard Double Room', 'Submitted from a mobile device' ]",55.67682,12.57776
51 Main Street Copenhagen Denmark,2025-03-08,7.9,Copenhagen Admiral Hotel,Australia,No Negative,0,Great value for money compared with other options in this city.,11,9.3,"[ 'Leisure trip', 'Solo traveler', 'Stayed 7 nights', 'Suite', 'Submitted from a mobile device' ]",55.67682,12.57776
